"pattern","zero","replicate","method","metrics","value","f"
"bc_pattern",50,23,"BayesCafe","ARI",0.860624581775165,1
"bc_pattern",50,23,"BayesCafe","ARI",0.875597542835731,1.5
"bc_pattern",50,23,"BayesCafe","ARI",0.00038561561218798,2
"bc_pattern",50,24,"BayesCafe","ARI",0.638552957652923,0
"bc_pattern",50,24,"BayesCafe","ARI",0.677682879244886,0.5
"bc_pattern",50,24,"BayesCafe","ARI",0.80202708508973,1
"bc_pattern",50,24,"BayesCafe","ARI",0.831069079588272,1.5
"bc_pattern",50,24,"BayesCafe","ARI",0.00012853044204955,2
"bc_pattern",50,25,"BayesCafe","ARI",0.563754814485068,0
"bc_pattern",50,25,"BayesCafe","ARI",0.84578064516129,0.5
"bc_pattern",50,25,"BayesCafe","ARI",0.831065591983073,1
"bc_pattern",50,25,"BayesCafe","ARI",0.802025041541067,1.5
"bc_pattern",50,25,"BayesCafe","ARI",0.563761118799839,2
"bc_pattern",50,26,"BayesCafe","ARI",0.539874716951919,0
"bc_pattern",50,26,"BayesCafe","ARI",0.816478967741936,0.5
"bc_pattern",50,26,"BayesCafe","ARI",0.77349038103474,1
"bc_pattern",50,26,"BayesCafe","ARI",0.875596900761184,1.5
"bc_pattern",50,26,"BayesCafe","ARI",0,2
"bc_pattern",50,27,"BayesCafe","ARI",0.3199038777166,0
"bc_pattern",50,27,"BayesCafe","ARI",0.831065591983073,0.5
"bc_pattern",50,27,"BayesCafe","ARI",0.936770129785672,1
"bc_pattern",50,27,"BayesCafe","ARI",0.831067684563473,1.5
"bc_pattern",50,27,"BayesCafe","ARI",0.638582057258666,2
"bc_pattern",50,28,"BayesCafe","ARI",0.890697286122432,0
"bc_pattern",50,28,"BayesCafe","ARI",0.86062429403244,0.5
"bc_pattern",50,28,"BayesCafe","ARI",0.921284053791875,1
"bc_pattern",50,28,"BayesCafe","ARI",0.600573520212562,1.5
"bc_pattern",50,28,"BayesCafe","ARI",0.00012853044204955,2
"bc_pattern",50,29,"BayesCafe","ARI",0.704420531083069,0
"bc_pattern",50,29,"BayesCafe","ARI",0.890698414394244,0.5
"bc_pattern",50,29,"BayesCafe","ARI",0.952384884783493,1
"bc_pattern",50,29,"BayesCafe","ARI",0.677708496115422,1.5
"bc_pattern",50,29,"BayesCafe","ARI",0.845783192225986,2
"bc_pattern",50,30,"BayesCafe","ARI",0.235327745868737,0
"bc_pattern",50,30,"BayesCafe","ARI",0.42807217645427,0.5
"bc_pattern",50,30,"BayesCafe","ARI",0.845783192225986,1
"bc_pattern",50,30,"BayesCafe","ARI",0.890697286122432,1.5
"bc_pattern",50,30,"BayesCafe","ARI",0.00012853044204955,2
