"data","model","mse"
"mouse_olfactory_bulb","ZINB",6.95863669064748
"mouse_olfactory_bulb","ZINB",6.99431654676259
"mouse_olfactory_bulb","ZINB",6.90564388489209
"mouse_olfactory_bulb","ZINB",7.00136151079137
"mouse_olfactory_bulb","ZINB",7.12687050359712
"mouse_olfactory_bulb","ZINB",6.94326258992806
"mouse_olfactory_bulb","ZINB",6.96736151079137
"mouse_olfactory_bulb","ZINB",6.89801258992806
"mouse_olfactory_bulb","ZINB",6.94652697841727
"mouse_olfactory_bulb","ZINB",6.97507913669065
"mouse_olfactory_bulb","ZINB",6.82685431654676
"mouse_olfactory_bulb","ZINB",7.06048201438849
"mouse_olfactory_bulb","ZINB",6.96363669064748
"mouse_olfactory_bulb","ZINB",7.07912230215827
"mouse_olfactory_bulb","ZINB",6.94947482014388
"mouse_olfactory_bulb","ZINB",6.97195143884892
"mouse_olfactory_bulb","ZINB",7.01030035971223
"mouse_olfactory_bulb","ZINB",6.98216726618705
"mouse_olfactory_bulb","ZINB",6.94901618705036
"mouse_olfactory_bulb","ZINB",6.98736870503597
"mouse_olfactory_bulb","ZINB",6.93925179856115
"mouse_olfactory_bulb","ZINB",7.05004856115108
"mouse_olfactory_bulb","ZINB",6.98439568345324
"mouse_olfactory_bulb","ZINB",6.95940287769784
"mouse_olfactory_bulb","ZINB",6.86955575539568
"mouse_olfactory_bulb","ZINB",6.93232913669065
"mouse_olfactory_bulb","ZINB",6.78322302158273
"mouse_olfactory_bulb","ZINB",6.92075539568345
"mouse_olfactory_bulb","ZINB",6.85696223021583
"mouse_olfactory_bulb","ZINB",6.9824118705036
"mouse_olfactory_bulb","ZINB",6.98833992805755
"mouse_olfactory_bulb","ZINB",7.09509532374101
"mouse_olfactory_bulb","ZINB",7.01268884892086
"mouse_olfactory_bulb","ZINB",6.92046762589928
"mouse_olfactory_bulb","ZINB",6.91034172661871
"mouse_olfactory_bulb","ZINB",7.10692625899281
"mouse_olfactory_bulb","ZINB",7.00270683453237
"mouse_olfactory_bulb","ZINB",7.12359892086331
"mouse_olfactory_bulb","ZINB",7.00531115107914
"mouse_olfactory_bulb","ZINB",7.02809172661871
"mouse_olfactory_bulb","ZINB",7.01852158273381
"mouse_olfactory_bulb","ZINB",7.09924460431655
"mouse_olfactory_bulb","NB",7.63042625899281
"mouse_olfactory_bulb","NB",7.5860773381295
"mouse_olfactory_bulb","NB",7.60135791366906
"mouse_olfactory_bulb","NB",7.50555935251799
"mouse_olfactory_bulb","NB",7.61545683453237
"mouse_olfactory_bulb","NB",7.58508992805755
"mouse_olfactory_bulb","NB",7.60013489208633
"mouse_olfactory_bulb","NB",7.62692985611511
"mouse_olfactory_bulb","NB",7.55931654676259
"mouse_olfactory_bulb","NB",7.57159712230216
"mouse_olfactory_bulb","NB",7.61204676258993
"mouse_olfactory_bulb","NB",7.58972122302158
"mouse_olfactory_bulb","NB",7.67046402877698
"mouse_olfactory_bulb","NB",7.59043345323741
"mouse_olfactory_bulb","NB",7.49867446043165
"mouse_olfactory_bulb","NB",7.6341690647482
"mouse_olfactory_bulb","NB",7.46067625899281
"mouse_olfactory_bulb","NB",7.55327517985612
"mouse_olfactory_bulb","NB",7.58119424460432
"mouse_olfactory_bulb","NB",7.63284712230216
"mouse_olfactory_bulb","NB",7.5404928057554
"mouse_olfactory_bulb","NB",7.51302338129496
"mouse_olfactory_bulb","NB",7.55987769784173
"mouse_olfactory_bulb","NB",7.5369190647482
"mouse_olfactory_bulb","NB",7.71345143884892
"mouse_olfactory_bulb","NB",7.51523920863309
"mouse_olfactory_bulb","NB",7.65204496402878
"mouse_olfactory_bulb","NB",7.51462769784173
"mouse_olfactory_bulb","NB",7.59278057553957
"mouse_olfactory_bulb","NB",7.68647661870504
"mouse_olfactory_bulb","NB",7.61462589928058
"mouse_olfactory_bulb","NB",7.56511151079137
"mouse_olfactory_bulb","NB",7.5515809352518
"mouse_olfactory_bulb","NB",7.69347661870504
"mouse_olfactory_bulb","NB",7.36697841726619
"mouse_olfactory_bulb","NB",7.58675
"mouse_olfactory_bulb","NB",7.61672302158273
"mouse_olfactory_bulb","NB",7.57413669064748
"mouse_olfactory_bulb","NB",7.64266726618705
"mouse_olfactory_bulb","NB",7.59610971223022
"mouse_olfactory_bulb","NB",7.53225539568345
"mouse_olfactory_bulb","NB",7.54020143884892
"mouse_olfactory_bulb","NB",7.68840467625899
"mouse_olfactory_bulb","NB",7.66429496402878
"mouse_olfactory_bulb","NB",7.50608992805755
"mouse_olfactory_bulb","NB",7.75737769784173
"mouse_olfactory_bulb","NB",7.54435971223022
"mouse_olfactory_bulb","NB",7.49552697841727
"mouse_olfactory_bulb","NB",7.47861510791367
"mouse_olfactory_bulb","NB",7.66975
"mouse_olfactory_bulb","NB",7.47962769784173
"mouse_olfactory_bulb","NB",7.60114388489209
"mouse_olfactory_bulb","NB",7.49794424460432
"mouse_olfactory_bulb","NB",7.55446762589928
"mouse_olfactory_bulb","NB",7.67334352517986
"mouse_olfactory_bulb","NB",7.56632913669065
"mouse_olfactory_bulb","NB",7.6099226618705
"mouse_olfactory_bulb","NB",7.58096043165468
"mouse_olfactory_bulb","NB",7.65360071942446
"mouse_olfactory_bulb","NB",7.55947661870504
"mouse_olfactory_bulb","NB",7.56404676258993
"mouse_olfactory_bulb","NB",7.58631834532374
"mouse_olfactory_bulb","NB",7.63853057553957
"mouse_olfactory_bulb","NB",7.51073561151079
"mouse_olfactory_bulb","NB",7.64304496402878
"mouse_olfactory_bulb","NB",7.70223201438849
"mouse_olfactory_bulb","NB",7.67553956834532
"mouse_olfactory_bulb","NB",7.5288273381295
"mouse_olfactory_bulb","NB",7.3994928057554
"mouse_olfactory_bulb","NB",7.50783992805755
"mouse_olfactory_bulb","NB",7.58084892086331
"mouse_olfactory_bulb","NB",7.66121582733813
"mouse_olfactory_bulb","NB",7.76523741007194
"mouse_olfactory_bulb","NB",7.54845863309353
"mouse_olfactory_bulb","NB",7.50036151079137
"mouse_olfactory_bulb","NB",7.5526654676259
"mouse_olfactory_bulb","NB",7.64293165467626
"mouse_olfactory_bulb","NB",7.55583273381295
"mouse_olfactory_bulb","NB",7.63200539568345
"mouse_olfactory_bulb","NB",7.53180935251799
"mouse_olfactory_bulb","NB",7.63879676258993
"mouse_olfactory_bulb","NB",7.62746582733813
"mouse_olfactory_bulb","NB",7.53535971223022
"mouse_olfactory_bulb","NB",7.61997482014389
"mouse_olfactory_bulb","NB",7.55107374100719
"mouse_olfactory_bulb","NB",7.65637949640288
"mouse_olfactory_bulb","NB",7.5139190647482
"mouse_olfactory_bulb","NB",7.57285071942446
"mouse_olfactory_bulb","NB",7.51980395683453
"mouse_olfactory_bulb","NB",7.64332553956835
"mouse_olfactory_bulb","NB",7.52692805755396
"mouse_olfactory_bulb","NB",7.58233633093525
"mouse_olfactory_bulb","NB",7.53564388489209
"mouse_olfactory_bulb","NB",7.55958273381295
"mouse_olfactory_bulb","NB",7.4220035971223
"mouse_olfactory_bulb","NB",7.52440467625899
"mouse_olfactory_bulb","NB",7.54994064748201
"mouse_olfactory_bulb","NB",7.45045323741007
"mouse_olfactory_bulb","NB",7.60578956834532
"mouse_olfactory_bulb","NB",7.55778956834532
"mouse_olfactory_bulb","NB",7.55380935251799
"mouse_olfactory_bulb","NB",7.55220323741007
"mouse_olfactory_bulb","NB",7.48916366906475
"mouse_olfactory_bulb","NB",7.5367535971223
"mouse_olfactory_bulb","NB",7.65194064748201
"mouse_olfactory_bulb","NB",7.56017625899281
"mouse_olfactory_bulb","NB",7.45371402877698
"mouse_olfactory_bulb","NB",7.54910431654676
"mouse_olfactory_bulb","NB",7.66848381294964
"mouse_olfactory_bulb","NB",7.46484532374101
"mouse_olfactory_bulb","NB",7.51836330935252
"mouse_olfactory_bulb","NB",7.75023201438849
"mouse_olfactory_bulb","NB",7.55915107913669
"mouse_olfactory_bulb","NB",7.53605035971223
"mouse_olfactory_bulb","NB",7.65618525179856
"mouse_olfactory_bulb","NB",7.63335251798561
"mouse_olfactory_bulb","NB",7.47647661870504
"mouse_olfactory_bulb","NB",7.66305575539568
"mouse_olfactory_bulb","NB",7.68864028776978
"mouse_olfactory_bulb","NB",7.59522841726619
"mouse_olfactory_bulb","NB",7.54960791366906
"mouse_olfactory_bulb","NB",7.56970503597122
"mouse_olfactory_bulb","NB",7.47617805755396
"mouse_olfactory_bulb","NB",7.55626978417266
"mouse_olfactory_bulb","NB",7.58936870503597
"mouse_olfactory_bulb","NB",7.61070503597122
"mouse_olfactory_bulb","NB",7.61435611510791
"mouse_olfactory_bulb","NB",7.59542446043165
"mouse_olfactory_bulb","NB",7.69736870503597
"mouse_olfactory_bulb","NB",7.61535791366907
"mouse_olfactory_bulb","NB",7.48055575539568
"mouse_olfactory_bulb","NB",7.64884352517986
"mouse_olfactory_bulb","NB",7.55542985611511
"mouse_olfactory_bulb","NB",7.66341366906475
"mouse_olfactory_bulb","NB",7.60550899280576
"mouse_olfactory_bulb","NB",7.57912589928057
"mouse_olfactory_bulb","NB",7.53977517985611
"mouse_olfactory_bulb","NB",7.51669244604317
"mouse_olfactory_bulb","NB",7.49482374100719
"mouse_olfactory_bulb","NB",7.71044964028777
"mouse_olfactory_bulb","NB",7.63586690647482
"mouse_olfactory_bulb","NB",7.64839388489209
"mouse_olfactory_bulb","NB",7.68409532374101
"mouse_olfactory_bulb","NB",7.49864208633093
"mouse_olfactory_bulb","NB",7.41444604316547
"mouse_olfactory_bulb","NB",7.52969244604317
"mouse_olfactory_bulb","NB",7.6562464028777
"mouse_olfactory_bulb","NB",7.45258992805755
"mouse_olfactory_bulb","NB",7.55038309352518
"mouse_olfactory_bulb","NB",7.69928597122302
"mouse_olfactory_bulb","NB",7.48016007194245
"mouse_olfactory_bulb","NB",7.51046043165468
"mouse_olfactory_bulb","NB",7.50907913669065
"mouse_olfactory_bulb","NB",7.56871762589928
"mouse_olfactory_bulb","NB",7.36978956834532
"mouse_olfactory_bulb","NB",7.52852877697842
"mouse_olfactory_bulb","NB",7.57161690647482
"mouse_olfactory_bulb","NB",7.55407014388489
"mouse_olfactory_bulb","NB",7.63021582733813
"mouse_olfactory_bulb","NB",7.56374100719424
"mouse_olfactory_bulb","NB",7.52604676258993
"mouse_olfactory_bulb","NB",7.52764568345324
"mouse_olfactory_bulb","NB",7.59338489208633
"mouse_olfactory_bulb","NB",7.7019118705036
"mouse_olfactory_bulb","NB",7.68160971223022
"mouse_olfactory_bulb","NB",7.51542625899281
"mouse_olfactory_bulb","NB",7.57369784172662
"mouse_olfactory_bulb","NB",7.58493525179856
"mouse_olfactory_bulb","NB",7.63257913669065
"mouse_olfactory_bulb","NB",7.53500899280576
"mouse_olfactory_bulb","NB",7.53816007194245
"mouse_olfactory_bulb","NB",7.54070143884892
"mouse_olfactory_bulb","NB",7.58490827338129
"mouse_olfactory_bulb","NB",7.62512230215827
"mouse_olfactory_bulb","NB",7.53184172661871
"mouse_olfactory_bulb","NB",7.5604082733813
"mouse_olfactory_bulb","NB",7.63611330935252
"mouse_olfactory_bulb","NB",7.50985791366907
"mouse_olfactory_bulb","NB",7.59173561151079
"mouse_olfactory_bulb","NB",7.58701978417266
"mouse_olfactory_bulb","NB",7.53516007194245
"mouse_olfactory_bulb","NB",7.6180035971223
"mouse_olfactory_bulb","NB",7.56848021582734
"mouse_olfactory_bulb","NB",7.64979136690647
"mouse_olfactory_bulb","NB",7.57955935251799
"mouse_olfactory_bulb","NB",7.64452877697842
"mouse_olfactory_bulb","NB",7.66079316546763
"mouse_olfactory_bulb","NB",7.60857374100719
"mouse_olfactory_bulb","NB",7.61213489208633
"mouse_olfactory_bulb","NB",7.54672841726619
"mouse_olfactory_bulb","NB",7.57519604316547
"mouse_olfactory_bulb","NB",7.52129496402878
"mouse_olfactory_bulb","NB",7.73736870503597
"mouse_olfactory_bulb","NB",7.74408633093525
"mouse_olfactory_bulb","NB",7.55826258992806
"mouse_olfactory_bulb","NB",7.62657374100719
"mouse_olfactory_bulb","NB",7.64956834532374
"mouse_olfactory_bulb","NB",7.68031654676259
"mouse_olfactory_bulb","NB",7.54958633093525
"mouse_olfactory_bulb","NB",7.50637949640288
"mouse_olfactory_bulb","NB",7.64563848920863
"mouse_olfactory_bulb","NB",7.57646402877698
"mouse_olfactory_bulb","NB",7.64110791366906
"mouse_olfactory_bulb","NB",7.69580035971223
"mouse_olfactory_bulb","NB",7.57046223021583
"mouse_olfactory_bulb","NB",7.66536690647482
"mouse_olfactory_bulb","NB",7.69388309352518
"mouse_olfactory_bulb","NB",7.65444064748201
"mouse_olfactory_bulb","NB",7.72582374100719
"mouse_olfactory_bulb","NB",7.51683633093525
"mouse_olfactory_bulb","NB",7.60310251798561
"mouse_olfactory_bulb","NB",7.79446942446043
"mouse_olfactory_bulb","NB",7.80464388489209
"mouse_olfactory_bulb","NB",7.65936330935252
"mouse_olfactory_bulb","NB",7.77531294964029
"mouse_olfactory_bulb","NB",7.59810971223022
"mouse_olfactory_bulb","NB",7.49061510791367
"mouse_olfactory_bulb","NB",7.55733273381295
"mouse_olfactory_bulb","NB",7.60686870503597
"mouse_olfactory_bulb","NB",7.57724820143885
"mouse_olfactory_bulb","NB",7.56310791366907
"mouse_olfactory_bulb","NB",7.67614568345324
"mouse_olfactory_bulb","NB",7.70661330935252
"mouse_olfactory_bulb","NB",7.68112769784173
"mouse_olfactory_bulb","NB",7.70188669064748
"mouse_olfactory_bulb","NB",7.66601618705036
"mouse_olfactory_bulb","NB",7.69458633093525
"mouse_olfactory_bulb","NB",7.64612769784173
"mouse_olfactory_bulb","NB",7.71992985611511
"mouse_olfactory_bulb","NB",7.72903057553957
"mouse_olfactory_bulb","NB",7.68740107913669
"mouse_olfactory_bulb","NB",7.70312230215827
"mouse_olfactory_bulb","NB",7.56287589928058
"mouse_olfactory_bulb","NB",7.68781474820144
"mouse_olfactory_bulb","NB",7.53707913669065
"mouse_olfactory_bulb","NB",7.62599820143885
"mouse_olfactory_bulb","NB",7.58980395683453
"mouse_olfactory_bulb","NB",7.56532913669065
"mouse_olfactory_bulb","NB",7.60790827338129
"mouse_olfactory_bulb","NB",7.68634172661871
"mouse_olfactory_bulb","NB",7.6200881294964
"mouse_olfactory_bulb","NB",7.70429856115108
"mouse_olfactory_bulb","NB",7.53254136690647
"mouse_olfactory_bulb","NB",7.60160611510791
"mouse_olfactory_bulb","NB",7.53819784172662
"mouse_olfactory_bulb","NB",7.58873920863309
"mouse_olfactory_bulb","NB",7.64798920863309
"mouse_olfactory_bulb","NB",7.62318705035971
"mouse_olfactory_bulb","NB",7.58080755395683
"mouse_olfactory_bulb","NB",7.49005935251799
"mouse_olfactory_bulb","NB",7.6679118705036
"mouse_olfactory_bulb","NB",7.50083633093525
"mouse_olfactory_bulb","NB",7.6416654676259
"mouse_olfactory_bulb","NB",7.51584352517986
"mouse_olfactory_bulb","NB",7.49083633093525
"mouse_olfactory_bulb","NB",7.59624100719425
"mouse_olfactory_bulb","NB",7.64024820143885
"mouse_olfactory_bulb","NB",7.66830395683453
"mouse_olfactory_bulb","NB",7.54007194244604
"mouse_olfactory_bulb","NB",7.67192625899281
"mouse_olfactory_bulb","NB",7.73282194244604
"mouse_olfactory_bulb","NB",7.62234352517986
"mouse_olfactory_bulb","NB",7.61853776978417
"mouse_olfactory_bulb","NB",7.56418345323741
"mouse_olfactory_bulb","NB",7.54790647482014
"mouse_olfactory_bulb","NB",7.57390107913669
"mouse_olfactory_bulb","NB",7.59555035971223
"mouse_olfactory_bulb","NB",7.67501438848921
"mouse_olfactory_bulb","NB",7.59872302158273
"mouse_olfactory_bulb","NB",7.59579136690647
"mouse_olfactory_bulb","NB",7.56987230215827
"mouse_olfactory_bulb","NB",7.75617805755396
"mouse_olfactory_bulb","NB",7.64835431654676
"mouse_olfactory_bulb","NB",7.60645683453237
"mouse_olfactory_bulb","NB",7.70362050359712
"mouse_olfactory_bulb","NB",7.66581115107914
"mouse_olfactory_bulb","NB",7.69554136690647
"mouse_olfactory_bulb","NB",7.70921043165468
"mouse_olfactory_bulb","NB",7.6872464028777
"mouse_olfactory_bulb","NB",7.58236690647482
"mouse_olfactory_bulb","NB",7.62909892086331
"mouse_olfactory_bulb","NB",7.58899460431655
"mouse_olfactory_bulb","NB",7.50765827338129
"mouse_olfactory_bulb","NB",7.72760071942446
"mouse_olfactory_bulb","NB",7.71082374100719
"mouse_olfactory_bulb","NB",7.60355035971223
"mouse_olfactory_bulb","NB",7.56876079136691
"mouse_olfactory_bulb","NB",7.48041007194245
"mouse_olfactory_bulb","NB",7.6246618705036
"mouse_olfactory_bulb","NB",7.5167464028777
"mouse_olfactory_bulb","NB",7.56929316546763
"mouse_olfactory_bulb","NB",7.5595035971223
"mouse_olfactory_bulb","NB",7.51283633093525
"mouse_olfactory_bulb","NB",7.56190287769784
"mouse_olfactory_bulb","NB",7.68564568345324
"mouse_olfactory_bulb","NB",7.60392625899281
"mouse_olfactory_bulb","NB",7.55420323741007
"mouse_olfactory_bulb","NB",7.61763309352518
"mouse_olfactory_bulb","NB",7.61945143884892
"mouse_olfactory_bulb","NB",7.54628776978417
"mouse_olfactory_bulb","NB",7.5995845323741
"mouse_olfactory_bulb","NB",7.58951978417266
"mouse_olfactory_bulb","NB",7.59688669064748
"mouse_olfactory_bulb","NB",7.45906115107914
"mouse_olfactory_bulb","NB",7.7165809352518
"mouse_olfactory_bulb","NB",7.52812589928058
"mouse_olfactory_bulb","NB",7.59326798561151
"mouse_olfactory_bulb","NB",7.77353417266187
"mouse_olfactory_bulb","NB",7.58397661870504
"mouse_olfactory_bulb","NB",7.75994064748201
"mouse_olfactory_bulb","NB",7.50642446043165
"mouse_olfactory_bulb","NB",7.63509532374101
"mouse_olfactory_bulb","NB",7.67622122302158
"mouse_olfactory_bulb","NB",7.62639568345324
"mouse_olfactory_bulb","NB",7.52055035971223
"mouse_olfactory_bulb","NB",7.58555395683453
"mouse_olfactory_bulb","NB",7.51678237410072
"mouse_olfactory_bulb","NB",7.66261690647482
"mouse_olfactory_bulb","NB",7.62623741007194
"mouse_olfactory_bulb","NB",7.59003417266187
"mouse_olfactory_bulb","NB",7.60468884892086
"mouse_olfactory_bulb","NB",7.66553597122302
"mouse_olfactory_bulb","NB",7.6176618705036
"mouse_olfactory_bulb","NB",7.61826618705036
"mouse_olfactory_bulb","NB",7.49323741007194
"mouse_olfactory_bulb","NB",7.63181294964029
"mouse_olfactory_bulb","NB",7.58952338129496
"mouse_olfactory_bulb","NB",7.63078956834532
"mouse_olfactory_bulb","NB",7.64187050359712
"mouse_olfactory_bulb","NB",7.64298741007194
"mouse_olfactory_bulb","NB",7.55903597122302
"mouse_olfactory_bulb","NB",7.55205035971223
"mouse_olfactory_bulb","NB",7.68935071942446
"mouse_olfactory_bulb","NB",7.49144244604317
"mouse_olfactory_bulb","NB",7.64445863309353
"mouse_olfactory_bulb","NB",7.48331474820144
"mouse_olfactory_bulb","NB",7.59402517985612
"mouse_olfactory_bulb","NB",7.51952877697842
"mouse_olfactory_bulb","NB",7.64565647482014
"mouse_olfactory_bulb","NB",7.53445143884892
"mouse_olfactory_bulb","NB",7.52126079136691
"mouse_olfactory_bulb","NB",7.55706294964029
"mouse_olfactory_bulb","NB",7.55303417266187
"mouse_olfactory_bulb","NB",7.45418345323741
"mouse_olfactory_bulb","NB",7.62297482014389
"mouse_olfactory_bulb","NB",7.64757913669065
"mouse_olfactory_bulb","NB",7.59013309352518
"mouse_olfactory_bulb","NB",7.5417571942446
"mouse_olfactory_bulb","NB",7.56476978417266
"mouse_olfactory_bulb","NB",7.58510791366906
"mouse_olfactory_bulb","NB",7.48430215827338
"mouse_olfactory_bulb","NB",7.64698920863309
"mouse_olfactory_bulb","NB",7.65603237410072
"mouse_olfactory_bulb","NB",7.63293884892086
"mouse_olfactory_bulb","NB",7.69019964028777
"mouse_olfactory_bulb","NB",7.56986151079137
"mouse_olfactory_bulb","NB",7.64219784172662
"mouse_olfactory_bulb","NB",7.58203956834532
"mouse_olfactory_bulb","NB",7.56272122302158
"mouse_olfactory_bulb","NB",7.53386330935252
"mouse_olfactory_bulb","NB",7.6939226618705
"mouse_olfactory_bulb","NB",7.6089964028777
"mouse_olfactory_bulb","NB",7.58412050359712
"mouse_olfactory_bulb","NB",7.54580395683453
"mouse_olfactory_bulb","NB",7.48187230215827
"mouse_olfactory_bulb","NB",7.65585251798561
"mouse_olfactory_bulb","NB",7.69393705035971
"mouse_olfactory_bulb","NB",7.49296942446043
"mouse_olfactory_bulb","NB",7.59578417266187
"mouse_olfactory_bulb","NB",7.62370863309353
"mouse_olfactory_bulb","NB",7.53538669064748
"mouse_olfactory_bulb","NB",7.5804928057554
"mouse_olfactory_bulb","NB",7.58218345323741
"mouse_olfactory_bulb","NB",7.65106474820144
"mouse_olfactory_bulb","NB",7.64498920863309
"mouse_olfactory_bulb","NB",7.54698741007194
"mouse_olfactory_bulb","NB",7.59381294964029
"mouse_olfactory_bulb","NB",7.56803597122302
"mouse_olfactory_bulb","NB",7.8108273381295
"mouse_olfactory_bulb","NB",7.49880575539568
"mouse_olfactory_bulb","NB",7.61309172661871
"mouse_olfactory_bulb","NB",7.54903417266187
"mouse_olfactory_bulb","NB",7.56355575539568
"mouse_olfactory_bulb","NB",7.61774100719424
"mouse_olfactory_bulb","NB",7.56657553956835
"mouse_olfactory_bulb","NB",7.54950539568345
"mouse_olfactory_bulb","NB",7.60496223021583
"mouse_olfactory_bulb","NB",7.54656654676259
"mouse_olfactory_bulb","NB",7.54254496402878
"mouse_olfactory_bulb","NB",7.5389964028777
"mouse_olfactory_bulb","NB",7.77918345323741
"mouse_olfactory_bulb","NB",7.77748920863309
"mouse_olfactory_bulb","NB",7.64757553956835
"mouse_olfactory_bulb","NB",7.54545503597122
"mouse_olfactory_bulb","NB",7.56258273381295
"mouse_olfactory_bulb","NB",7.59662589928057
"mouse_olfactory_bulb","NB",7.67673920863309
"mouse_olfactory_bulb","NB",7.53754496402878
"mouse_olfactory_bulb","NB",7.56233273381295
"mouse_olfactory_bulb","NB",7.7550881294964
"mouse_olfactory_bulb","NB",7.69928237410072
"mouse_olfactory_bulb","NB",7.86337949640288
"mouse_olfactory_bulb","NB",7.73891726618705
"mouse_olfactory_bulb","NB",7.7686690647482
"mouse_olfactory_bulb","NB",7.68485971223022
"mouse_olfactory_bulb","NB",7.59171942446043
"mouse_olfactory_bulb","NB",7.80123741007194
"mouse_olfactory_bulb","NB",7.65559892086331
"mouse_olfactory_bulb","NB",7.78734352517986
"mouse_olfactory_bulb","NB",7.68062410071942
"mouse_olfactory_bulb","NB",7.64330935251799
"mouse_olfactory_bulb","NB",7.66020323741007
"mouse_olfactory_bulb","NB",7.72614208633093
"mouse_olfactory_bulb","NB",7.69826978417266
"mouse_olfactory_bulb","NB",7.79498201438849
"mouse_olfactory_bulb","NB",7.79454676258993
"mouse_olfactory_bulb","NB",7.61894604316547
"mouse_olfactory_bulb","NB",7.72218525179856
"mouse_olfactory_bulb","NB",7.66180395683453
"mouse_olfactory_bulb","NB",7.66084532374101
"mouse_olfactory_bulb","NB",7.68496402877698
"mouse_olfactory_bulb","NB",7.65226258992806
"mouse_olfactory_bulb","NB",7.67913129496403
"mouse_olfactory_bulb","NB",7.62054136690647
"mouse_olfactory_bulb","NB",7.61860071942446
"mouse_olfactory_bulb","NB",7.67842625899281
"mouse_olfactory_bulb","NB",7.7485845323741
"mouse_olfactory_bulb","NB",7.6953309352518
"mouse_olfactory_bulb","NB",7.66491726618705
"mouse_olfactory_bulb","NB",7.76625179856115
"mouse_olfactory_bulb","NB",7.68607553956835
"mouse_olfactory_bulb","NB",7.63311151079137
"mouse_olfactory_bulb","NB",7.65381115107914
"mouse_olfactory_bulb","NB",7.51663309352518
"mouse_olfactory_bulb","NB",7.60854316546763
"mouse_olfactory_bulb","NB",7.56879856115108
"mouse_olfactory_bulb","NB",7.76398920863309
"mouse_olfactory_bulb","NB",7.70623021582734
"mouse_olfactory_bulb","NB",7.60172661870504
"mouse_olfactory_bulb","NB",7.61486151079137
"mouse_olfactory_bulb","NB",7.76777877697842
"mouse_olfactory_bulb","NB",7.52939208633093
"mouse_olfactory_bulb","NB",7.66091366906475
"mouse_olfactory_bulb","NB",7.67006115107914
"mouse_olfactory_bulb","NB",7.68679136690647
"mouse_olfactory_bulb","NB",7.72169784172662
"mouse_olfactory_bulb","NB",7.70190647482014
"mouse_olfactory_bulb","NB",7.61472841726619
"mouse_olfactory_bulb","NB",7.67592985611511
"mouse_olfactory_bulb","NB",7.68003237410072
"mouse_olfactory_bulb","NB",7.64191366906475
"mouse_olfactory_bulb","NB",7.76879676258993
"mouse_olfactory_bulb","NB",7.64950899280575
"mouse_olfactory_bulb","NB",7.54410611510791
"mouse_olfactory_bulb","NB",7.48582913669065
"mouse_olfactory_bulb","NB",7.60010251798561
"mouse_olfactory_bulb","NB",7.60627158273381
"mouse_olfactory_bulb","NB",7.5412428057554
"mouse_olfactory_bulb","NB",7.66815107913669
"mouse_olfactory_bulb","NB",7.57014208633093
"mouse_olfactory_bulb","NB",7.66006294964029
"mouse_olfactory_bulb","NB",7.60920683453237
"mouse_olfactory_bulb","NB",7.75151798561151
"mouse_olfactory_bulb","NB",7.6978309352518
"mouse_olfactory_bulb","NB",7.60121402877698
"mouse_olfactory_bulb","NB",7.70346223021583
"mouse_olfactory_bulb","NB",7.61811151079137
"mouse_olfactory_bulb","NB",7.54280395683453
"mouse_olfactory_bulb","NB",7.60048021582734
"mouse_olfactory_bulb","NB",7.75423381294964
"mouse_olfactory_bulb","NB",7.7080845323741
"mouse_olfactory_bulb","NB",7.61231654676259
"mouse_olfactory_bulb","NB",7.56442805755396
"mouse_olfactory_bulb","NB",7.62973741007194
"mouse_olfactory_bulb","NB",7.55213848920863
"mouse_olfactory_bulb","NB",7.81130395683453
"mouse_olfactory_bulb","NB",7.6738345323741
"mouse_olfactory_bulb","NB",7.6093309352518
"mouse_olfactory_bulb","NB",7.69145863309353
"mouse_olfactory_bulb","NB",7.87200539568345
"mouse_olfactory_bulb","NB",7.71508633093525
"mouse_olfactory_bulb","NB",7.73489208633093
"mouse_olfactory_bulb","NB",7.68301258992806
"mouse_olfactory_bulb","NB",7.64653597122302
"mouse_olfactory_bulb","NB",7.65995683453237
"mouse_olfactory_bulb","NB",7.48696582733813
"mouse_olfactory_bulb","NB",7.71619064748201
"mouse_olfactory_bulb","NB",7.66186330935252
"mouse_olfactory_bulb","NB",7.67501798561151
"mouse_olfactory_bulb","NB",7.74942985611511
"mouse_olfactory_bulb","NB",7.67955935251799
"mouse_olfactory_bulb","NB",7.65290827338129
"mouse_olfactory_bulb","NB",7.75760251798561
"mouse_olfactory_bulb","NB",7.66179136690647
"mouse_olfactory_bulb","NB",7.70598021582734
"mouse_olfactory_bulb","NB",7.74599820143885
"mouse_olfactory_bulb","NB",7.60207194244604
"mouse_olfactory_bulb","NB",7.76584352517986
"mouse_olfactory_bulb","NB",7.68360251798561
"mouse_olfactory_bulb","NB",7.6833381294964
"mouse_olfactory_bulb","NB",7.63001258992806
"mouse_olfactory_bulb","NB",7.70221402877698
"mouse_olfactory_bulb","NB",7.73388489208633
"mouse_olfactory_bulb","NB",7.79841726618705
"mouse_olfactory_bulb","NB",7.96155575539568
"mouse_olfactory_bulb","NB",7.71572661870504
"mouse_olfactory_bulb","NB",7.72553956834532
"mouse_olfactory_bulb","NB",7.79609352517986
"mouse_olfactory_bulb","NB",7.68672482014389
"mouse_olfactory_bulb","NB",7.8239964028777
"mouse_olfactory_bulb","NB",7.59277697841727
"mouse_olfactory_bulb","NB",7.65540287769784
"mouse_olfactory_bulb","NB",7.64894604316547
"mouse_olfactory_bulb","NB",7.50366726618705
